Player,Span,Mat,Inns,Balls,Runs,Wkts,BBI,Ave,Econ,SR,4,5,Nation
IDR Bradshaw ,2004-2007,62,62,3172,2299,78,3/15,29.47,4.34,40.6,0,0,WI
PJ Ongondo ,1999-2011,79,79,3102,2350,78,5/51,30.12,4.54,39.7,1,1,AfrKENYA
RMH Binny ,1980-1987,72,67,2957,2260,77,4/29,29.35,4.58,38.4,3,0,INDIA
Iftikhar Anjum ,2004-2010,62,60,2960,2430,77,5/30,31.55,4.92,38.4,2,1,PAK
P Kumar ,2007-2012,68,67,3242,2774,77,4/31,36.02,5.13,42.1,3,0,INDIA
R McLaren ,2009-2014,54,51,2403,2102,77,4/19,27.29,5.24,31.2,5,0,SA
JE Emburey ,1980-1993,61,61,3425,2346,76,4/37,30.86,4.1,45.0,2,0,ENG
SJ Harmison ,2002-2009,58,57,2899,2481,76,5/33,32.64,5.13,38.1,2,1,ENG
RD King ,1998-2005,50,50,2603,1807,76,4/25,23.77,4.16,34.2,2,0,WI
Mahmudullah ,2007-2019,185,134,4090,3527,76,3/4,46.4,5.17,53.8,0,0,BDESH
RJ Ratnayake ,1982-1993,70,70,3575,2712,76,5/32,35.68,4.55,47.0,1,1,SL
GB Brent ,1996-2008,70,69,3390,2776,75,4/22,37.01,4.91,45.2,3,0,ZIM
RJ Peterson ,2002-2014,79,74,3278,2680,75,4/12,35.73,4.9,43.7,3,0,SA
S Sreesanth ,2005-2011,53,52,2476,2508,75,6/55,33.44,6.07,33.0,2,1,INDIA
HMRKB Herath ,2004-2015,71,67,3242,2362,74,4/20,31.91,4.37,43.8,1,0,SL
TJ Murtagh ,2012-2019,58,57,3020,2290,74,5/21,30.94,4.54,40.8,4,1,IRE
W Watson ,1986-1994,61,61,3251,2247,74,4/27,30.36,4.14,43.9,1,0,NZ
AR Border ,1979-1994,273,87,2661,2071,73,3/20,28.36,4.66,36.4,0,0,AUS
RS Kalpage ,1992-1999,86,81,3960,2975,73,4/36,40.75,4.5,54.2,2,0,SL
S Madan Lal ,1974-1987,67,64,3164,2137,73,4/20,29.27,4.05,43.3,2,0,INDIA
J Botha ,2005-2012,78,75,3823,2916,72,4/19,40.5,4.57,53.0,1,0,AfrSA
GS Chappell ,1971-1983,74,67,3108,2097,72,5/15,29.12,4.04,43.1,0,2,AUS
JR Hazlewood ,2010-2018,44,43,2294,1811,72,6/52,25.15,4.73,31.8,1,3,AUS
PL Symcox ,1993-1999,80,80,3991,2762,72,4/28,38.36,4.15,55.4,1,0,SA
DBL Powell ,2002-2009,55,55,2850,2239,71,4/27,31.53,4.71,40.1,2,0,WI
Sohail Tanvir ,2007-2014,62,60,2949,2566,71,5/48,36.14,5.22,41.5,3,1,PAK
SC Williams ,2005-2019,131,107,4080,3300,71,4/43,46.47,4.85,57.4,1,0,ZIM
EA Brandes ,1987-1999,59,59,2828,2266,70,5/28,32.37,4.8,40.4,1,2,ZIM
BM McMillan ,1991-1998,78,75,3623,2589,70,4/32,36.98,4.28,51.7,1,0,SA
NN Odhiambo ,2006-2014,69,67,2808,2585,70,4/61,36.92,5.52,40.1,1,0,KENYA
AD Russell ,2011-2019,56,55,2290,2229,70,4/35,31.84,5.84,32.7,5,0,WI
BA Stokes ,2011-2019,95,80,2912,2920,70,5/61,41.71,6.01,41.6,1,1,ENG
AR Caddick ,1993-2003,54,53,2937,1965,69,4/19,28.47,4.01,42.5,3,0,ENG
JP Duminy ,2004-2019,199,135,3513,3143,69,4/16,45.55,5.36,50.9,1,0,SA
SB Joshi ,1996-2001,69,67,3386,2509,69,5/6,36.36,4.44,49.0,1,1,INDIA
MJ Santner ,2015-2019,69,64,3079,2510,69,5/50,36.37,4.89,44.6,0,1,NZ
Shafiul Islam ,2010-2019,59,59,2486,2453,69,4/21,35.55,5.92,36.0,4,0,BDESH
RP Singh ,2005-2011,58,57,2565,2343,69,4/35,33.95,5.48,37.1,2,0,INDIA
RR Singh ,1989-2001,136,117,3734,2985,69,5/22,43.26,4.79,54.1,0,2,INDIA
CPH Ramanayake ,1986-1995,62,62,2864,2049,68,4/17,30.13,4.29,42.1,1,0,SL
HA Varaiya ,2006-2014,63,60,2951,2048,68,4/25,30.11,4.16,43.3,2,0,KENYA
MA Ealham ,1996-2001,64,62,3227,2197,67,5/15,32.79,4.08,48.1,1,2,ENG
LH Ferguson ,2016-2019,36,36,1902,1719,67,5/45,25.65,5.42,28.3,2,1,NZ
JR Hopes ,2005-2010,84,75,3157,2384,67,5/14,35.58,4.53,47.1,0,1,AUS
MS Kasprowicz ,1995-2005,43,42,2225,1674,67,5/45,24.98,4.51,33.2,1,2,AUS
Khaled Mahmud ,1998-2006,77,75,3385,2865,67,4/19,42.76,5.07,50.5,1,0,BDESH
C Sharma ,1983-1994,65,63,2835,2336,67,3/22,34.86,4.94,42.3,0,0,INDIA
DT Johnston ,2006-2013,67,63,2930,2115,66,5/14,32.04,4.33,44.3,1,1,IRE
CC Lewis ,1990-1998,53,49,2625,1942,66,4/30,29.42,4.43,39.7,4,0,ENG
Maninder Singh ,1983-1993,59,57,3133,2066,66,4/22,31.3,3.95,47.4,1,0,INDIA
T Panyangara ,2004-2016,65,65,3242,3024,65,3/28,46.52,5.59,49.8,0,0,ZIM
AL Phehlukwayo ,2016-2019,52,50,2077,1936,65,4/22,29.78,5.59,31.9,3,0,SA
C White ,1994-2003,51,50,2364,1726,65,5/21,26.55,4.38,36.3,1,1,ENG
A Zampa ,2016-2019,48,48,2480,2363,65,4/43,36.35,5.71,38.1,1,0,AUS
A Mishra ,2003-2016,36,34,1917,1511,64,6/48,23.6,4.72,29.9,2,2,INDIA
DJ Nash ,1992-2002,81,78,3416,2622,64,4/38,40.96,4.6,53.3,1,0,NZ
SM Sharif ,2011-2019,44,44,2129,1776,64,5/33,27.75,5.0,33.2,2,1,SCOT
AR Cusack ,2007-2015,59,52,1953,1510,63,5/20,23.96,4.63,31.0,1,1,IRE
NM Hauritz ,2002-2011,58,56,2724,2152,63,4/29,34.15,4.74,43.2,2,0,AUS
NL McCullum ,2009-2015,84,81,3536,2956,63,3/24,46.92,5.01,56.1,0,0,NZ
Mujeeb Ur Rahman ,2017-2019,40,39,2153,1414,63,5/50,22.44,3.94,34.1,2,1,AFG
AD Mullally ,1996-2001,50,49,2699,1728,63,4/18,27.42,3.84,42.8,2,0,ENG
SLV Raju ,1990-1996,53,52,2770,2014,63,4/46,31.96,4.36,43.9,2,0,INDIA
BA Reid ,1986-1992,61,61,3250,2203,63,5/53,34.96,4.06,51.5,0,1,AUS
Sarfraz Nawaz ,1973-1984,45,45,2412,1463,63,4/27,23.22,3.63,38.2,4,0,PAK
DE Bollinger ,2009-2011,39,39,1942,1482,62,5/35,23.9,4.57,31.3,3,2,AUS
SW Tait ,2007-2011,35,34,1688,1461,62,4/39,23.56,5.19,27.2,2,0,AUS
DT Hondo ,2001-2005,56,56,2381,2171,61,4/37,35.59,5.47,39.0,3,0,ZIM
DR Smith ,2004-2015,105,73,2726,2285,61,5/45,37.45,5.02,44.6,3,1,WI
Syed Rasel ,2005-2010,52,52,2657,2051,61,4/22,33.62,4.63,43.5,1,0,BDESH
MA Wood ,2015-2019,51,50,2585,2385,61,4/33,39.09,5.53,42.3,2,0,ENG
CJ Anderson ,2013-2017,49,43,1485,1502,60,5/63,25.03,6.06,24.7,2,1,NZ
FH Edwards ,2003-2009,50,49,2138,1812,60,6/22,30.2,5.08,35.6,0,2,WI
RM Haq ,2006-2015,54,51,2633,1975,60,5/54,32.91,4.5,43.8,2,1,SCOT
JC Tredwell ,2010-2015,45,44,2104,1666,60,4/41,27.76,4.75,35.0,3,0,ENG
ALF de Mel ,1982-1987,57,57,2735,2237,59,5/32,37.91,4.9,46.3,1,2,SL
NA Foster ,1984-1989,48,48,2627,1836,59,3/20,31.11,4.19,44.5,0,0,ENG
Gulbadin Naib ,2011-2019,65,60,2194,1968,59,6/43,33.35,5.38,37.1,2,1,AFG
Hamid Hassan ,2009-2019,38,37,1734,1330,59,5/45,22.54,4.6,29.3,2,1,AFG
JDS Neesham ,2013-2019,59,55,1772,1814,59,5/31,30.74,6.14,30.0,2,1,NZ
Shadab Khan ,2017-2019,43,41,2088,1750,59,4/28,29.66,5.02,35.3,3,0,PAK
Sikandar Raza ,2013-2019,97,71,2846,2269,59,3/21,38.45,4.78,48.2,0,0,ZIM
Tapash Baisya ,2002-2007,56,56,2608,2452,59,4/16,41.55,5.64,44.2,2,0,BDESH
KM Jarvis ,2009-2019,49,49,2362,2088,58,4/17,36.0,5.3,40.7,2,0,ZIM
HK Olonga ,1995-2003,50,49,2059,1977,58,6/19,34.08,5.76,35.5,2,2,ZIM
GC Small ,1987-1992,53,53,2793,1942,58,4/31,33.48,4.17,48.1,1,0,ENG
Mudassar Bukhari ,2007-2014,46,46,2036,1601,57,3/17,28.08,4.71,35.7,0,0,NL
MJ Clarke ,2003-2015,245,106,2585,2146,57,5/35,37.64,4.98,45.3,1,1,AUS
GRJ Matthews ,1984-1993,59,54,2808,2004,57,3/27,35.15,4.28,49.2,0,0,AUS
DS Mohanty ,1997-2001,45,44,1996,1662,57,4/56,29.15,4.99,35.0,1,0,INDIA
T Mupariwa ,2004-2016,40,40,2019,1690,57,4/39,29.64,5.02,35.4,3,0,ZIM
Arshad Khan ,1993-2006,58,56,2823,1948,56,4/33,34.78,4.14,50.4,1,0,PAK
R Telemachus ,1998-2006,37,37,1918,1565,56,4/43,27.94,4.89,34.2,1,0,SA
XJ Doherty ,2010-2015,60,56,2792,2224,55,4/28,40.43,4.77,50.7,3,0,AUS
AF Giles ,1997-2005,62,57,2856,2069,55,5/57,37.61,4.34,51.9,0,1,ENG
Tauseef Ahmed ,1982-1990,70,67,3250,2247,55,4/38,40.85,4.14,59.0,1,0,PAK
RN ten Doeschate ,2006-2011,33,33,1580,1327,55,4/31,24.12,5.03,28.7,3,0,NL
JR Thomson ,1975-1985,50,50,2696,1942,55,4/67,35.3,4.32,49.0,1,0,AUS
JV Coney ,1979-1987,88,70,2931,2039,54,4/46,37.75,4.17,54.2,1,0,NZ
N Pradeep ,2012-2019,42,40,1996,1998,54,4/31,37.0,6.0,36.9,2,0,SL
HH Pandya ,2016-2019,54,53,2368,2195,54,3/31,40.64,5.56,43.8,0,0,INDIA
AR Adams ,2001-2007,42,40,1885,1643,53,5/22,31.0,5.22,35.5,2,1,NZ
SR Clark ,2005-2009,39,38,1829,1477,53,4/54,27.86,4.84,34.5,2,0,AUS
Mohammad Naveed ,2014-2019,39,39,1938,1757,53,5/28,33.15,5.43,36.5,0,1,UAE
LS Pascoe ,1977-1982,29,28,1568,1066,53,5/30,20.11,4.07,29.5,4,1,AUS
SMSM Senanayake ,2012-2015,49,47,2358,1874,53,4/13,35.35,4.76,44.4,1,0,SL
GI Allott ,1997-2000,31,31,1528,1207,52,4/35,23.21,4.73,29.3,4,0,NZ
NM Coulter-Nile ,2013-2019,32,32,1678,1555,52,4/48,29.9,5.56,32.2,1,0,AUS
KSC de Silva ,1996-2000,38,37,1619,1323,52,3/18,25.44,4.9,31.1,0,0,SL
DS Lehmann ,1996-2005,117,62,1793,1445,52,4/7,27.78,4.83,34.4,1,0,AUS
TM Moody ,1987-1999,76,66,2797,2014,52,3/25,38.73,4.32,53.7,0,0,AUS
KA Pollard ,2007-2019,107,74,2116,2025,52,3/27,38.94,5.74,40.6,0,0,WI
DJ Willey ,2015-2019,46,45,1971,1889,52,4/34,36.32,5.75,37.9,2,0,ENG
A Dananjaya ,2012-2019,36,34,1773,1506,51,6/29,29.52,5.09,34.7,2,2,SL
VC Drakes ,1995-2004,34,34,1640,1293,51,5/33,25.35,4.73,32.1,3,2,WI
BJ McCarthy ,2016-2019,27,27,1389,1360,51,5/46,26.66,5.87,27.2,2,1,IRE
AM Blignaut ,1999-2010,54,53,2348,2063,50,4/43,41.26,5.27,46.9,2,0,ZIM
GJ Maxwell ,2012-2019,110,86,2698,2525,50,4/46,50.5,5.61,53.9,2,0,AUS
JA Morkel ,2004-2012,58,52,2073,1899,50,4/29,37.98,5.49,41.4,2,0,AfrSA
PM Seelaar ,2006-2019,41,41,1901,1476,50,4/15,29.52,4.65,38.0,1,0,NL
T Thushara ,2008-2010,38,38,1676,1393,50,5/47,27.86,4.98,33.5,0,1,SL
JH Davey ,2010-2019,31,29,1301,1082,49,6/28,22.08,4.99,26.5,1,2,SCOT
CD McMillan ,1997-2007,197,74,1879,1717,49,3/20,35.04,5.48,38.3,0,0,NZ
AR Nurse ,2016-2019,54,49,2384,2125,49,4/51,43.36,5.34,48.6,2,0,WI
JS Patel ,2005-2017,43,42,2014,1691,49,3/11,34.51,5.03,41.1,0,0,NZ
GR Dilley ,1979-1988,36,36,2043,1291,48,4/23,26.89,3.79,42.5,3,0,ENG
JK Kamande ,1999-2011,86,71,2619,2169,48,4/36,45.18,4.96,54.5,1,0,KENYA
S Lee ,1995-2001,45,43,1706,1245,48,5/33,25.93,4.37,35.5,1,1,AUS
JF Mooney ,2006-2015,64,50,1797,1635,48,4/27,34.06,5.45,37.4,2,0,IRE
CH Morris ,2013-2019,42,40,1894,1756,48,4/31,36.58,5.56,39.4,2,0,SA
ARC Fraser ,1989-1999,42,42,2392,1412,47,4/22,30.04,3.54,50.8,1,0,ENG
Shahadat Hossain ,2006-2013,51,50,2198,2143,47,3/34,45.59,5.84,46.7,0,0,BDESH
M Amarnath ,1975-1989,85,64,2730,1971,46,3/12,42.84,4.33,59.3,0,0,INDIA
PW Borren ,2006-2014,58,51,1979,1620,46,4/32,35.21,4.91,43.0,1,0,NL
N Chopra ,1998-2000,39,37,1835,1286,46,5/21,27.95,4.2,39.8,1,1,INDIA
AC Evans ,2009-2019,36,35,1678,1499,46,4/41,32.58,5.35,36.4,2,0,SCOT
NAM McLean ,1996-2003,45,45,2120,1729,46,3/21,37.58,4.89,46.0,0,0,WI
Mirwais Ashraf ,2009-2016,46,45,2009,1360,46,4/35,29.56,4.06,43.6,1,0,AFG
Mohammad Asif ,2005-2010,38,36,1941,1524,46,3/28,33.13,4.71,42.1,0,0,PAK
SB O'Connor ,1997-2000,38,38,1487,1396,46,5/39,30.34,5.63,32.3,1,2,NZ
Samiullah Shinwari ,2009-2019,84,65,2111,1729,46,4/31,37.58,4.91,45.8,1,0,AFG
BC Strang ,1995-2001,49,48,2494,1718,46,6/20,37.34,4.13,54.2,1,1,ZIM
MR Whitney ,1983-1993,38,38,2106,1249,46,4/34,27.15,3.55,45.7,2,0,AUS
RDB Croft ,1996-2001,50,49,2466,1743,45,3/51,38.73,4.24,54.8,0,0,ENG
GF Labrooy ,1986-1992,44,44,2308,1876,45,5/57,41.68,4.87,51.2,1,1,SL
NO Miller ,2008-2018,50,46,2125,1660,45,4/43,36.88,4.68,47.2,2,0,WI
CM Old ,1973-1981,32,31,1755,999,45,4/8,22.2,3.41,39.0,2,0,ENG
H Osinde ,2006-2013,42,41,1692,1389,45,4/26,30.86,4.92,37.6,2,0,CAN
AR Patel ,2014-2017,38,35,1908,1409,45,3/34,31.31,4.43,42.4,0,0,INDIA
DN Patel ,1987-1997,75,69,3251,2261,45,3/22,50.24,4.17,72.2,0,0,NZ
EC Rainsford ,2004-2010,39,39,1907,1401,45,5/36,31.13,4.4,42.3,1,1,ZIM
Taskin Ahmed ,2014-2017,32,31,1413,1401,45,5/28,31.13,5.94,31.4,2,1,BDESH
AR Whittall ,1996-2000,63,62,3085,2251,45,3/23,50.02,4.37,68.5,0,0,ZIM
HS Baidwan ,2008-2014,32,32,1551,1348,44,3/19,30.63,5.21,35.2,0,0,CAN
SP Davis ,1986-1988,39,39,2016,1133,44,3/10,25.75,3.37,45.8,0,0,AUS
S Elworthy ,1998-2002,39,37,1702,1235,44,3/17,28.06,4.35,38.6,0,0,SA
AH Gray ,1985-1991,25,24,1270,835,44,6/50,18.97,3.94,28.8,2,1,WI
RJ Harris ,2009-2012,21,20,1031,832,44,5/19,18.9,4.84,23.4,0,3,AUS
VJ Marks ,1980-1988,34,32,1838,1135,44,5/20,25.79,3.7,41.7,0,2,ENG
MR Marsh ,2011-2018,53,50,1700,1564,44,5/33,35.54,5.52,38.6,1,1,AUS
Nazmul Hossain ,2004-2012,38,37,1649,1386,44,4/40,31.5,5.04,37.4,1,0,BDESH
DR Pringle ,1982-1993,44,44,2379,1677,44,4/42,38.11,4.22,54.0,1,0,ENG
RP Snell ,1991-1996,42,42,2095,1574,44,5/40,35.77,4.5,47.6,2,1,SA
DP Viljoen ,1997-2001,53,46,2075,1639,44,3/20,37.25,4.73,47.1,0,0,ZIM
JC Adams ,1992-2001,127,56,1856,1499,43,5/37,34.86,4.84,43.1,0,1,WI
CR Brathwaite ,2011-2019,44,40,1825,1766,43,5/27,41.06,5.8,42.4,2,1,WI
CJ Jordan ,2013-2016,31,31,1532,1521,43,5/29,35.37,5.95,35.6,0,1,ENG
Shapoor Zadran ,2009-2019,44,44,1983,1589,43,4/24,36.95,4.8,46.1,2,0,AFG
PR Stirling ,2008-2019,114,73,2392,1902,43,6/55,44.23,4.77,55.6,1,1,IRE
MA Suji ,1996-2006,64,64,2952,2190,43,4/24,50.93,4.45,68.6,1,0,KENYA
KLT Arthurton ,1988-1999,105,44,1384,1159,42,4/31,27.59,5.02,32.9,3,0,WI
AC Botha ,2006-2011,42,33,1560,1134,42,4/19,27.0,4.36,37.1,2,0,IRE
JW Hastings ,2010-2017,29,29,1486,1256,42,6/45,29.9,5.07,35.3,1,1,AUS
Imad Wasim ,2015-2019,53,51,2313,1865,42,5/14,44.4,4.83,55.0,0,1,PAK
AR McBrine ,2014-2019,42,40,2045,1489,42,3/38,35.45,4.36,48.6,0,0,IRE
SA Thomson ,1990-1996,56,51,2121,1602,42,3/14,38.14,4.53,50.5,0,0,NZ
Aftab Alam ,2010-2019,27,27,1257,1033,41,4/25,25.19,4.93,30.6,1,0,AFG
JAR Blain ,1999-2009,33,32,1329,1173,41,5/22,28.6,5.29,32.4,1,1,SCOT
DG Cork ,1992-2002,32,32,1772,1368,41,3/27,33.36,4.63,43.2,0,0,ENG
CE Cuffy ,1994-2002,41,41,2153,1436,41,4/24,35.02,4.0,52.5,1,0,WI
S Dhaniram ,2006-2010,44,41,1769,1240,41,5/32,30.24,4.2,43.1,1,1,CAN
SM Ervine ,2001-2004,42,40,1649,1561,41,3/29,38.07,5.67,40.2,0,0,ZIM
HA Gomes ,1978-1987,83,36,1345,1045,41,4/31,25.48,4.66,32.8,2,0,WI
AF Milne ,2012-2017,40,39,1801,1581,41,3/49,38.56,5.26,43.9,0,0,NZ
L Ngidi ,2018-2019,22,22,1026,947,41,4/51,23.09,5.53,25.0,2,0,SA
VD Philander ,2007-2015,30,28,1279,986,41,4/12,24.04,4.62,31.1,2,0,SA
Amir Hamza ,2012-2017,31,31,1552,1016,40,4/17,25.4,3.92,38.8,1,0,AFG
RP Arnold ,1997-2007,180,84,2157,1739,40,3/47,43.47,4.83,53.9,0,0,SL
RS Bopara ,2007-2015,120,74,1860,1523,40,4/38,38.07,4.91,46.5,1,0,ENG
Saleem Jaffar ,1986-1990,39,39,1900,1382,40,3/25,34.55,4.36,47.5,0,0,PAK
SJ Benn ,2008-2016,47,46,2387,1913,39,4/18,49.05,4.8,61.2,3,0,WI
PT Collins ,1999-2005,30,30,1577,1212,39,5/43,31.07,4.61,40.4,0,1,WI
SS Cottrell ,2015-2019,30,28,1314,1293,39,5/46,33.15,5.9,33.6,1,1,WI
WW Davis ,1983-1988,35,35,1923,1302,39,7/51,33.38,4.06,49.3,0,1,NZ
GD Elliott ,2008-2016,83,56,1302,1179,39,4/31,30.23,5.43,33.3,1,0,IRE
WK McCallan ,2006-2009,39,35,1804,1208,39,4/30,30.97,4.01,46.2,2,0,ZIM
H Masakadza ,2001-2019,209,85,1844,1636,39,3/39,41.94,5.32,47.2,0,0,AUS
TBA May ,1987-1995,47,46,2504,1772,39,3/19,45.43,4.24,64.2,0,0,KENYA
MO Odumbe ,1996-2003,61,52,2237,1807,39,4/38,46.33,4.84,57.3,1,0,NZ
IS Sodhi ,2015-2019,31,30,1548,1430,39,4/58,36.66,5.54,39.6,1,0,PAK
Akram Raza ,1989-1995,49,48,2601,1611,38,3/18,42.39,3.71,68.4,0,0,WI
D Bishoo ,2011-2019,42,40,2022,1668,38,3/30,43.89,4.94,53.2,0,0,AUS
MG Hughes ,1988-1993,33,33,1639,1115,38,4/44,29.34,4.08,43.1,1,0,ZIM
AJ Ireland ,2005-2007,26,26,1326,1115,38,3/41,29.34,5.04,34.8,0,0,HKG
Nadeem Ahmed ,2004-2018,25,25,1327,932,38,4/26,24.52,4.21,34.9,4,0,UAE
Rohan Mustafa ,2014-2019,34,33,1583,1245,38,5/25,32.76,4.71,41.6,1,1,INDIA
R Vinay Kumar ,2010-2013,31,31,1436,1423,38,4/30,37.44,5.94,37.7,1,0,ZIM
